timestep,susceptible_nodes,infected_nodes,recovered_nodes,run
41,39,9,27,56
42,42,6,25,56
43,42,6,26,56
44,41,7,26,56
45,41,7,22,56
46,41,7,21,56
47,46,2,22,56
48,46,2,21,56
49,46,2,16,56
0,30,18,1,57
1,25,23,4,57
2,24,24,11,57
3,26,22,16,57
4,26,22,19,57
5,27,21,20,57
6,28,20,21,57
7,30,18,23,57
8,33,15,23,57
9,29,19,23,57
10,31,17,26,57
11,31,17,27,57
12,31,17,26,57
13,29,19,23,57
14,32,16,23,57
15,30,18,22,57
16,31,17,21,57
17,31,17,20,57
18,34,14,24,57
19,34,14,21,57
20,34,14,21,57
21,32,16,18,57
22,27,21,18,57
23,24,24,17,57
24,23,25,20,57
25,26,22,23,57
26,27,21,25,57
27,28,20,24,57
28,30,18,27,57
29,31,17,26,57
30,36,12,29,57
31,37,11,29,57
32,40,8,30,57
33,40,8,29,57
34,38,10,28,57
35,37,11,25,57
36,38,10,23,57
37,37,11,22,57
38,35,13,20,57
39,32,16,17,57
40,34,14,15,57
41,30,18,16,57
42,33,15,23,57
43,38,10,27,57
44,41,7,29,57
45,39,9,26,57
46,41,7,24,57
47,38,10,22,57
48,37,11,22,57
49,34,14,24,57
0,28,20,1,58
1,28,20,7,58
2,27,21,11,58
3,31,17,16,58
4,33,15,22,58
5,30,18,23,58
6,33,15,22,58
7,33,15,25,58
8,33,15,23,58
9,31,17,19,58
10,27,21,19,58
11,33,15,21,58
12,31,17,18,58
13,27,21,19,58
14,28,20,22,58
15,28,20,23,58
16,34,14,29,58
17,36,12,27,58
18,35,13,23,58
19,34,14,23,58
20,32,16,20,58
21,35,13,22,58
22,37,11,19,58
23,36,12,19,58
24,36,12,20,58
25,34,14,19,58
26,33,15,19,58
27,33,15,22,58
28,36,12,22,58
29,36,12,22,58
30,36,12,25,58
31,37,11,24,58
32,38,10,23,58
33,39,9,25,58
34,39,9,22,58
35,38,10,22,58
36,35,13,19,58
37,37,11,21,58
38,34,14,20,58
39,34,14,19,58
40,33,15,15,58
41,31,17,14,58
42,31,17,16,58
43,30,18,16,58
44,29,19,18,58
45,29,19,21,58
46,26,22,18,58
47,27,21,18,58
48,26,22,20,58
49,30,18,27,58
0,29,19,2,59
1,18,30,2,59
2,16,32,6,59
3,15,33,10,59
4,19,29,18,59
5,24,24,20,59
6,27,21,23,59
7,28,20,24,59
8,27,21,23,59
9,30,18,28,59
10,33,15,30,59
11,36,12,27,59
12,35,13,26,59
13,35,13,25,59
14,35,13,23,59
15,34,14,21,59
16,32,16,22,59
17,29,19,20,59
18,28,20,19,59
19,27,21,21,59
20,30,18,20,59
21,30,18,22,59
22,33,15,26,59
23,35,13,28,59
24,37,11,28,59
25,36,12,28,59
26,36,12,26,59
27,39,9,28,59
28,39,9,29,59
29,42,6,30,59
30,42,6,29,59
31,41,7,27,59
32,40,8,27,59
33,39,9,22,59
34,37,11,22,59
35,37,11,23,59
36,38,10,24,59
37,37,11,23,59
38,39,9,27,59
39,41,7,27,59
40,39,9,23,59
41,38,10,22,59
42,38,10,23,59
43,36,12,23,59
44,37,11,23,59
45,36,12,20,59
46,36,12,21,59
47,34,14,20,59
48,33,15,21,59
49,32,16,19,59
0,29,19,2,60
1,23,25,4,60
2,17,31,6,60
3,20,28,10,60
4,20,28,13,60
5,22,26,14,60
6,24,24,14,60
7,23,25,15,60
8,21,27,17,60
9,24,24,20,60
10,23,25,21,60
11,29,19,27,60
12,33,15,26,60
13,33,15,24,60
14,33,15,25,60
15,38,10,30,60
16,36,12,26,60
17,38,10,25,60
18,41,7,23,60
19,43,5,21,60
20,42,6,20,60
21,43,5,16,60
22,43,5,16,60
23,43,5,16,60
24,41,7,16,60
25,42,6,14,60
26,42,6,13,60
27,37,11,12,60
28,35,13,14,60
29,36,12,16,60
30,32,16,18,60
31,31,17,20,60
32,31,17,21,60
33,31,17,22,60
34,33,15,24,60
35,32,16,22,60
36,31,17,23,60
37,32,16,23,60
38,33,15,22,60
39,35,13,19,60
40,32,16,19,60
41,34,14,17,60
42,37,11,18,60
43,35,13,20,60
44,35,13,22,60
45,38,10,24,60
46,34,14,21,60
47,30,18,17,60
48,26,22,17,60
49,28,20,14,60
0,39,9,4,61
1,32,16,5,61
2,28,20,10,61
3,31,17,14,61
4,29,19,12,61
5,26,22,12,61
6,26,22,17,61
7,30,18,21,61
8,28,20,18,61
9,25,23,19,61
10,29,19,23,61
11,33,15,22,61
12,31,17,24,61
13,29,19,23,61
14,30,18,25,61
15,36,12,28,61
16,34,14,26,61
17,36,12,29,61
18,36,12,27,61
19,38,10,25,61
20,40,8,27,61
21,39,9,24,61
22,40,8,23,61
23,38,10,20,61
24,40,8,23,61
25,43,5,27,61
26,41,7,24,61
27,40,8,21,61
28,33,15,17,61
29,31,17,14,61
30,32,16,17,61
31,33,15,20,61
32,30,18,20,61
33,27,21,19,61
34,27,21,21,61
35,26,22,22,61
36,29,19,26,61
37,34,14,28,61
38,36,12,27,61
39,33,15,23,61
40,36,12,26,61
41,36,12,27,61
42,38,10,27,61
43,36,12,24,61
44,34,14,22,61
45,32,16,22,61
46,32,16,23,61
47,37,11,24,61
48,38,10,23,61
49,34,14,23,61
0,31,17,2,62
1,32,16,8,62
2,30,18,10,62
3,27,21,11,62
4,23,25,13,62
5,26,22,18,62
6,30,18,22,62
7,32,16,24,62
8,32,16,24,62
9,31,17,22,62
10,34,14,24,62
11,35,13,26,62
12,32,16,22,62
13,32,16,21,62
14,30,18,18,62
15,27,21,20,62
16,28,20,20,62
17,30,18,24,62
18,32,16,22,62
19,31,17,22,62
20,31,17,24,62
21,30,18,23,62
22,34,14,26,62
23,37,11,26,62
24,37,11,24,62
25,36,12,22,62
26,37,11,21,62
27,33,15,20,62
28,33,15,19,62
29,28,20,19,62
30,30,18,20,62
31,29,19,22,62
32,30,18,21,62
33,32,16,24,62
34,32,16,25,62
35,37,11,28,62
36,40,8,30,62
37,41,7,30,62
38,42,6,28,62
39,37,11,22,62
40,40,8,23,62
41,39,9,24,62
42,36,12,21,62
43,37,11,22,62
44,36,12,22,62
45,37,11,25,62
46,38,10,24,62
47,36,12,23,62
48,34,14,22,62
49,37,11,22,62
0,36,12,3,63
1,33,15,5,63
2,28,20,8,63
3,23,25,11,63
4,24,24,16,63
5,22,26,15,63
6,19,29,14,63
7,18,30,17,63
8,25,23,23,63
9,29,19,27,63
10,29,19,25,63
11,26,22,23,63
12,26,22,20,63
13,31,17,24,63
14,35,13,25,63
15,35,13,22,63
16,32,16,23,63
17,31,17,23,63
18,30,18,25,63
19,34,14,26,63
20,35,13,26,63
21,37,11,24,63
22,35,13,18,63
23,28,20,17,63
24,32,16,22,63
25,36,12,27,63
26,38,10,27,63
27,38,10,26,63
28,39,9,29,63
29,40,8,28,63
30,41,7,26,63
31,43,5,26,63
32,44,4,25,63
33,43,5,21,63
34,43,5,22,63
35,43,5,21,63
36,41,7,20,63
37,37,11,18,63
38,34,14,20,63
39,30,18,21,63
40,30,18,26,63
41,32,16,29,63
42,34,14,30,63
43,36,12,32,63
44,36,12,29,63
45,35,13,28,63
46,39,9,29,63
47,38,10,28,63
48,39,9,28,63
49,40,8,30,63
0,29,19,1,64
1,22,26,4,64
2,27,21,10,64
3,27,21,10,64
4,27,21,14,64
5,33,15,16,64
6,30,18,13,64
7,36,12,18,64
8,38,10,21,64
9,41,7,23,64
10,42,6,24,64
11,43,5,21,64
12,41,7,20,64
13,39,9,20,64
14,40,8,18,64
15,39,9,18,64
16,39,9,19,64
17,39,9,17,64
18,39,9,15,64
19,37,11,14,64
20,38,10,15,64
21,38,10,16,64
22,36,12,17,64
23,37,11,17,64
24,39,9,20,64
25,41,7,21,64
26,43,5,20,64
27,43,5,18,64
28,44,4,19,64
29,42,6,18,64
30,42,6,18,64
31,43,5,19,64
32,43,5,17,64
33,40,8,16,64
34,41,7,17,64
35,41,7,17,64
36,41,7,17,64
37,39,9,17,64
38,38,10,18,64
39,37,11,18,64
40,37,11,18,64
41,36,12,20,64
42,38,10,23,64
43,42,6,26,64
44,43,5,24,64
45,44,4,23,64
46,43,5,21,64
47,43,5,18,64
48,43,5,19,64
49,43,5,19,64
0,37,11,3,65
1,31,17,4,65
2,26,22,6,65
3,29,19,12,65
4,27,21,13,65
5,29,19,16,65
6,31,17,20,65
7,30,18,22,65
8,29,19,23,65
9,32,16,26,65
10,31,17,23,65
11,36,12,25,65
12,35,13,25,65
13,35,13,27,65
14,39,9,28,65
15,43,5,27,65
16,44,4,28,65
17,43,5,27,65
18,43,5,26,65
19,41,7,24,65
20,43,5,23,65
21,43,5,22,65
22,44,4,22,65
23,43,5,17,65
24,43,5,18,65
25,40,8,19,65
26,40,8,20,65
27,42,6,23,65
28,41,7,22,65
29,38,10,19,65
30,36,12,20,65
31,33,15,20,65
32,33,15,20,65
33,32,16,18,65
34,32,16,20,65
35,36,12,22,65
36,37,11,22,65
37,38,10,23,65
38,36,12,23,65
39,36,12,22,65
40,35,13,23,65
41,34,14,23,65
42,34,14,25,65
43,31,17,24,65
44,30,18,22,65
45,31,17,22,65
46,33,15,23,65
47,34,14,22,65
48,29,19,20,65
49,26,22,19,65
0,32,16,3,66
1,23,25,6,66
2,24,24,12,66
3,20,28,13,66
4,20,28,15,66
5,22,26,19,66
6,30,18,27,66
7,35,13,28,66
8,39,9,32,66
9,40,8,29,66
10,41,7,26,66
11,40,8,26,66
12,38,10,23,66
13,38,10,21,66
14,38,10,23,66
15,38,10,23,66
16,38,10,20,66
17,38,10,17,66
18,38,10,17,66
19,36,12,16,66
20,37,11,18,66
21,38,10,20,66
22,39,9,22,66
23,40,8,25,66
24,40,8,24,66
25,39,9,22,66
26,35,13,24,66
27,36,12,28,66
28,37,11,29,66
29,36,12,27,66
30,38,10,29,66
31,39,9,29,66
32,43,5,28,66
33,44,4,29,66
34,44,4,24,66
35,43,5,25,66
36,44,4,23,66
37,46,2,19,66
38,45,3,19,66
39,44,4,19,66
40,42,6,17,66
41,41,7,18,66
42,40,8,17,66
43,40,8,15,66
44,37,11,14,66
45,39,9,16,66
46,42,6,19,66
47,42,6,19,66
48,41,7,17,66
49,43,5,17,66
0,29,19,2,67
1,25,23,7,67
2,23,25,11,67
3,22,26,12,67
4,20,28,14,67
5,20,28,17,67
6,21,27,20,67
7,26,22,23,67
8,34,14,27,67
9,35,13,27,67
10,35,13,27,67
11,36,12,26,67
12,33,15,26,67
13,37,11,30,67
14,35,13,28,67
15,33,15,26,67
16,34,14,28,67
17,35,13,29,67
18,40,8,32,67
19,40,8,32,67
20,41,7,30,67
21,43,5,32,67
22,44,4,30,67
23,44,4,29,67
24,45,3,27,67
25,45,3,25,67
26,45,3,24,67
27,44,4,24,67
28,44,4,20,67
29,42,6,19,67
30,43,5,22,67
31,42,6,19,67
32,41,7,15,67
33,39,9,16,67
34,37,11,16,67
35,37,11,15,67
36,35,13,17,67
37,33,15,18,67
38,36,12,19,67
39,34,14,19,67
40,35,13,22,67
41,35,13,19,67
42,35,13,24,67
43,33,15,25,67
44,28,20,24,67
45,29,19,24,67
46,32,16,26,67
47,34,14,29,67
48,32,16,29,67
49,35,13,27,67
0,28,20,0,68
1,22,26,3,68
2,17,31,6,68
3,22,26,13,68
4,23,25,16,68
5,24,24,14,68
6,21,27,16,68
7,21,27,15,68
8,23,25,18,68
9,26,22,22,68
10,29,19,26,68
11,33,15,28,68
12,34,14,27,68
13,33,15,25,68
14,31,17,24,68
15,30,18,24,68
16,30,18,27,68
17,31,17,25,68
18,31,17,22,68
19,33,15,27,68
20,37,11,31,68
21,40,8,34,68
22,42,6,33,68
23,41,7,34,68
24,42,6,29,68
25,39,9,28,68
26,37,11,23,68
27,34,14,21,68
28,36,12,24,68
29,36,12,21,68
30,33,15,23,68
31,34,14,23,68
32,34,14,23,68
33,29,19,23,68
34,30,18,25,68
35,30,18,26,68
36,28,20,21,68
37,25,23,23,68
38,28,20,24,68
39,33,15,25,68
40,33,15,27,68
41,33,15,25,68
42,35,13,23,68
43,36,12,23,68
44,35,13,23,68
45,36,12,21,68
46,36,12,24,68
47,39,9,27,68
48,41,7,25,68
49,42,6,25,68
0,29,19,1,69
1,25,23,6,69
2,22,26,10,69
3,20,28,13,69
4,21,27,16,69
5,22,26,19,69
6,27,21,18,69
7,26,22,19,69
8,25,23,18,69
9,24,24,20,69
10,30,18,26,69
11,32,16,26,69
12,31,17,22,69
13,27,21,20,69
14,28,20,22,69
15,28,20,19,69
16,26,22,21,69
17,34,14,28,69
18,36,12,27,69
19,38,10,28,69
20,37,11,29,69
21,38,10,28,69
22,40,8,26,69
23,38,10,23,69
24,40,8,23,69
25,42,6,22,69
26,40,8,20,69
27,37,11,20,69
28,37,11,23,69
29,38,10,23,69
30,39,9,22,69
31,39,9,21,69
32,40,8,20,69
33,40,8,20,69
34,40,8,16,69
35,40,8,17,69
36,43,5,17,69
37,44,4,15,69
38,44,4,14,69
39,44,4,13,69
40,43,5,12,69
41,40,8,11,69
42,38,10,12,69
43,35,13,11,69
44,32,16,13,69
45,31,17,15,69
46,25,23,16,69
47,27,21,19,69
48,28,20,23,69
49,32,16,25,69
0,30,18,2,70
1,26,22,9,70
2,27,21,15,70
3,29,19,16,70
4,30,18,17,70
5,33,15,18,70
6,33,15,17,70
7,33,15,20,70
8,33,15,21,70
9,34,14,22,70
10,35,13,22,70
11,34,14,17,70
12,34,14,19,70
13,34,14,19,70
14,35,13,21,70
15,33,15,19,70
16,33,15,21,70
17,35,13,24,70
18,32,16,25,70
19,32,16,24,70
20,31,17,21,70
21,32,16,22,70
22,30,18,22,70
23,30,18,17,70
24,32,16,18,70
25,32,16,16,70
26,32,16,18,70
27,33,15,15,70
28,30,18,12,70
29,31,17,17,70
30,35,13,22,70
31,36,12,23,70
32,35,13,23,70
33,34,14,26,70
34,31,17,24,70
35,33,15,24,70
36,32,16,25,70
37,35,13,23,70
38,32,16,24,70
39,29,19,22,70
40,40,8,27,70
41,36,12,26,70
42,37,11,28,70
43,39,9,29,70
44,39,9,27,70
45,40,8,29,70
46,38,10,29,70
47,38,10,25,70
48,39,9,20,70
49,38,10,21,70
0,34,14,2,71
1,32,16,5,71
2,27,21,6,71
3,23,25,6,71
4,24,24,10,71
5,24,24,16,71
6,25,23,20,71
7,26,22,23,71
8,33,15,26,71
9,33,15,25,71
10,27,21,22,71
11,30,18,26,71
12,30,18,26,71
13,30,18,27,71
14,30,18,25,71
15,32,16,26,71
16,34,14,28,71
17,41,7,34,71
18,44,4,34,71
19,44,4,31,71
20,42,6,28,71
21,41,7,22,71
22,37,11,22,71
23,35,13,18,71
24,36,12,20,71
25,37,11,20,71
26,36,12,21,71
27,37,11,21,71
28,36,12,21,71
29,35,13,19,71
30,35,13,20,71
31,34,14,23,71
32,32,16,22,71
33,28,20,20,71
34,27,21,17,71
35,34,14,22,71
36,30,18,21,71
37,28,20,22,71
38,33,15,27,71
39,34,14,22,71
40,36,12,25,71
41,38,10,25,71
42,36,12,21,71
43,36,12,26,71
44,36,12,21,71
45,32,16,23,71
46,35,13,26,71
47,38,10,26,71
48,38,10,26,71
49,39,9,27,71
0,31,17,1,72
1,22,26,4,72
2,13,35,5,72
3,15,33,12,72
4,17,31,17,72
5,25,23,22,72
6,29,19,23,72
7,32,16,26,72
8,32,16,24,72
9,35,13,27,72
10,36,12,27,72
11,36,12,26,72
12,36,12,23,72
13,37,11,20,72
14,36,12,22,72
15,35,13,24,72
16,36,12,23,72
17,35,13,23,72
18,38,10,26,72
19,37,11,22,72
20,37,11,23,72
21,37,11,21,72
22,36,12,22,72
23,37,11,19,72
24,34,14,17,72
25,31,17,20,72
26,34,14,24,72
27,37,11,25,72
28,39,9,28,72
29,40,8,29,72
30,40,8,24,72
31,39,9,24,72
32,36,12,23,72
33,37,11,23,72
34,38,10,23,72
35,40,8,22,72
36,39,9,19,72
37,35,13,18,72
38,31,17,17,72
39,33,15,20,72
40,35,13,23,72
41,37,11,21,72
42,36,12,22,72
43,38,10,24,72
44,39,9,26,72
45,41,7,23,72
46,39,9,22,72
47,39,9,24,72
48,37,11,21,72
49,33,15,19,72
0,26,22,1,73
1,15,33,3,73
2,15,33,9,73
3,21,27,16,73
4,22,26,19,73
5,25,23,24,73
6,27,21,24,73
7,26,22,23,73
8,28,20,25,73
9,33,15,27,73
10,31,17,27,73
11,34,14,27,73
12,32,16,27,73
13,30,18,26,73
14,32,16,26,73
15,32,16,27,73
16,39,9,31,73
17,41,7,28,73
18,36,12,27,73
19,37,11,29,73
20,37,11,26,73
21,36,12,22,73
22,37,11,22,73
23,35,13,20,73
24,36,12,19,73
25,37,11,22,73
26,36,12,22,73
27,38,10,25,73
28,37,11,22,73
29,34,14,22,73
30,32,16,22,73
31,33,15,22,73
32,38,10,22,73
33,37,11,22,73
34,37,11,23,73
35,38,10,21,73
36,36,12,20,73
37,35,13,19,73
38,35,13,18,73
39,32,16,17,73
40,32,16,16,73
41,33,15,18,73
42,31,17,17,73
43,32,16,19,73
44,31,17,22,73
45,36,12,28,73
46,36,12,28,73
47,35,13,27,73
48,36,12,27,73
49,35,13,25,73
0,34,14,2,74
1,27,21,3,74
2,22,26,5,74
3,19,29,4,74
4,18,30,10,74
5,21,27,14,74
6,23,25,17,74
7,24,24,21,74
8,26,22,22,74
9,32,16,30,74
10,37,11,33,74
11,36,12,30,74
12,34,14,28,74
13,38,10,32,74
14,42,6,33,74
15,41,7,29,74
16,42,6,29,74
17,43,5,28,74
18,42,6,26,74
19,42,6,26,74
20,43,5,24,74
21,43,5,23,74
22,41,7,22,74
23,42,6,22,74
24,42,6,23,74
25,41,7,22,74
26,39,9,19,74
27,37,11,19,74
28,37,11,21,74
29,40,8,22,74
30,39,9,21,74
31,38,10,18,74
32,37,11,18,74
33,34,14,15,74
34,32,16,16,74
35,27,21,17,74
36,27,21,18,74
37,28,20,22,74
38,30,18,21,74
39,32,16,26,74
40,33,15,31,74
41,32,16,28,74
42,34,14,27,74
43,31,17,25,74
44,34,14,27,74
45,33,15,28,74
46,34,14,26,74
47,35,13,24,74
48,36,12,26,74
49,39,9,29,74
0,26,22,0,75
1,17,31,2,75
2,23,25,14,75
3,24,24,19,75
4,26,22,22,75
5,27,21,23,75
6,31,17,24,75
7,29,19,24,75
8,30,18,25,75
9,31,17,25,75
10,33,15,26,75
11,33,15,25,75
12,31,17,25,75
13,33,15,25,75
14,34,14,25,75
15,36,12,27,75
16,34,14,27,75
17,37,11,25,75
18,33,15,24,75
19,35,13,26,75
20,36,12,26,75
21,39,9,31,75
22,40,8,30,75
23,43,5,29,75
24,42,6,28,75
25,43,5,28,75
26,42,6,24,75
27,39,9,22,75
28,39,9,20,75
29,38,10,18,75
30,38,10,18,75
31,38,10,19,75
32,36,12,17,75
33,38,10,20,75
34,40,8,23,75
35,40,8,24,75
36,40,8,20,75
37,39,9,18,75
38,41,7,19,75
39,39,9,18,75
40,37,11,19,75
41,38,10,22,75
42,38,10,20,75
43,39,9,19,75
44,38,10,16,75
45,39,9,18,75
46,39,9,18,75
47,40,8,20,75
48,41,7,20,75
49,39,9,18,75
0,29,19,1,76
1,24,24,5,76
2,23,25,12,76
3,21,27,14,76
4,20,28,16,76
5,22,26,17,76
6,22,26,18,76
7,24,24,23,76
8,27,21,26,76
9,35,13,31,76
10,35,13,31,76
11,35,13,28,76
12,36,12,30,76
13,37,11,30,76
14,36,12,25,76
15,37,11,25,76
16,36,12,23,76
17,38,10,22,76
18,36,12,22,76
19,37,11,23,76
20,36,12,19,76
21,34,14,20,76
22,31,17,19,76
23,32,16,20,76
24,30,18,19,76
25,31,17,18,76
26,30,18,17,76
27,30,18,20,76
28,33,15,24,76
29,36,12,25,76
30,35,13,21,76
31,31,17,20,76
32,35,13,23,76
33,37,11,25,76
34,35,13,23,76
35,33,15,21,76
36,32,16,22,76
37,32,16,22,76
38,28,20,21,76
39,26,22,22,76
40,30,18,23,76
41,30,18,23,76
42,34,14,30,76
43,35,13,30,76
44,35,13,28,76
45,34,14,27,76
46,31,17,23,76
47,31,17,23,76
48,28,20,20,76
49,25,23,20,76
0,34,14,2,77
1,25,23,4,77
2,23,25,6,77
3,17,31,9,77
4,18,30,13,77
5,17,31,17,77
6,22,26,21,77
7,28,20,25,77
8,29,19,26,77
9,33,15,31,77
10,40,8,34,77
11,45,3,35,77
12,46,2,32,77
13,45,3,29,77
14,46,2,23,77
15,48,0,25,77
16,48,0,23,77
17,48,0,18,77
18,48,0,16,77
19,48,0,16,77
20,48,0,14,77
21,48,0,13,77
22,48,0,12,77
23,48,0,11,77
24,48,0,11,77
25,48,0,9,77
26,48,0,8,77
27,48,0,8,77
28,48,0,6,77
29,48,0,5,77
30,48,0,5,77
31,48,0,4,77
32,48,0,4,77
33,48,0,4,77
34,48,0,4,77
35,48,0,4,77
36,48,0,4,77
37,48,0,4,77
38,48,0,4,77
39,48,0,4,77
40,48,0,4,77
41,48,0,4,77
42,48,0,4,77
43,48,0,3,77
44,48,0,3,77
45,48,0,2,77
46,48,0,2,77
47,48,0,1,77
48,48,0,1,77
49,48,0,1,77
0,28,20,1,78
1,24,24,3,78
2,21,27,4,78
3,24,24,11,78
4,22,26,15,78
5,21,27,16,78
6,22,26,20,78
7,23,25,19,78
8,26,22,23,78
9,26,22,24,78
10,28,20,22,78
11,31,17,23,78
12,34,14,27,78
13,37,11,29,78
14,37,11,25,78
15,36,12,26,78
16,36,12,24,78
17,32,16,19,78
18,30,18,18,78
19,29,19,19,78
20,28,20,19,78
21,28,20,21,78
22,29,19,20,78
23,31,17,25,78
24,31,17,22,78
25,35,13,24,78
26,37,11,25,78
27,39,9,26,78
28,39,9,25,78
29,39,9,21,78
30,36,12,19,78
31,35,13,16,78
32,35,13,16,78
33,33,15,16,78
34,36,12,14,78
35,36,12,14,78
36,35,13,17,78
37,34,14,18,78
38,39,9,20,78
39,40,8,22,78
40,39,9,22,78
41,39,9,20,78
42,37,11,20,78
43,32,16,17,78
44,28,20,20,78
45,26,22,20,78
46,28,20,21,78
47,28,20,24,78
48,30,18,22,78
49,29,19,21,78
0,31,17,2,79
1,30,18,8,79
2,24,24,9,79
3,18,30,11,79
4,20,28,14,79
5,24,24,20,79
6,27,21,18,79
7,26,22,20,79
8,24,24,21,79
9,26,22,23,79
10,27,21,22,79
11,29,19,26,79
12,32,16,25,79
13,32,16,25,79
14,30,18,22,79
15,28,20,20,79
16,28,20,22,79
17,28,20,21,79
18,29,19,23,79
19,31,17,25,79
20,29,19,25,79
21,30,18,23,79
22,29,19,22,79
23,33,15,25,79
24,33,15,25,79
25,33,15,25,79
26,36,12,26,79
27,34,14,27,79
28,33,15,30,79
29,33,15,28,79
30,32,16,26,79
31,32,16,24,79
32,33,15,27,79
33,32,16,25,79
34,31,17,26,79
35,33,15,24,79
36,32,16,24,79
37,31,17,21,79
38,28,20,20,79
39,32,16,22,79
40,30,18,21,79
41,33,15,23,79
42,31,17,22,79
43,29,19,21,79
44,31,17,24,79
45,31,17,21,79
46,31,17,19,79
47,31,17,24,79
48,29,19,24,79
49,27,21,24,79
0,36,12,4,80
1,36,12,8,80
2,34,14,9,80
3,33,15,10,80
4,36,12,13,80
5,39,9,15,80
6,39,9,14,80
7,40,8,15,80
8,39,9,15,80
9,40,8,16,80
10,38,10,14,80
11,39,9,17,80
12,35,13,16,80
13,35,13,13,80
14,33,15,15,80
15,31,17,15,80
16,37,11,23,80
17,34,14,20,80
18,32,16,22,80
19,31,17,22,80
20,30,18,20,80
21,35,13,26,80
22,36,12,27,80
23,34,14,27,80
24,32,16,24,80
25,33,15,23,80
26,33,15,22,80
27,30,18,23,80
28,31,17,24,80
29,30,18,23,80
30,30,18,22,80
31,30,18,24,80
32,32,16,28,80
33,37,11,32,80
34,38,10,32,80
35,40,8,35,80
36,43,5,36,80
37,43,5,35,80
38,43,5,33,80
39,43,5,31,80
40,43,5,30,80
41,43,5,22,80
42,44,4,22,80
43,44,4,21,80
44,43,5,21,80
45,41,7,20,80
46,41,7,19,80
47,37,11,15,80
48,36,12,14,80
49,39,9,14,80
0,31,17,2,81
1,28,20,3,81
2,23,25,8,81
3,19,29,11,81
4,17,31,11,81
5,15,33,10,81
6,24,24,20,81
7,29,19,25,81
8,31,17,26,81
9,32,16,27,81
10,31,17,26,81
11,33,15,25,81
12,34,14,26,81
13,32,16,25,81
14,32,16,28,81
15,35,13,32,81
16,35,13,32,81
17,37,11,28,81
18,34,14,26,81
19,35,13,26,81
20,33,15,27,81
21,35,13,30,81
22,34,14,28,81
23,35,13,25,81
24,37,11,28,81
25,36,12,26,81
26,34,14,23,81
27,33,15,22,81
28,31,17,23,81
29,33,15,24,81
30,33,15,24,81
31,34,14,21,81
32,36,12,23,81
33,38,10,28,81
34,36,12,26,81
35,37,11,27,81
36,39,9,30,81
37,38,10,25,81
38,41,7,25,81
39,41,7,23,81
40,42,6,21,81
41,39,9,17,81
42,37,11,16,81
43,37,11,15,81
44,37,11,15,81
45,38,10,15,81
46,38,10,15,81
47,39,9,16,81
48,40,8,15,81
49,39,9,11,81
0,27,21,0,82
1,24,24,6,82
2,21,27,7,82
3,20,28,11,82
4,18,30,14,82
5,27,21,23,82
6,27,21,23,82
7,27,21,23,82
8,34,14,29,82
9,36,12,27,82
10,35,13,24,82
11,39,9,27,82
12,39,9,26,82
13,40,8,29,82
14,40,8,29,82
15,41,7,28,82
16,39,9,28,82
17,37,11,25,82
18,35,13,22,82
19,34,14,22,82
20,33,15,22,82
21,29,19,21,82
22,33,15,26,82
23,34,14,24,82
24,36,12,25,82
25,37,11,26,82
26,41,7,26,82
27,42,6,24,82
28,41,7,25,82
29,42,6,23,82
30,41,7,22,82
31,41,7,22,82
32,39,9,17,82
33,40,8,18,82
34,42,6,17,82
35,43,5,19,82
36,43,5,18,82
37,40,8,17,82
38,39,9,17,82
39,37,11,17,82
40,38,10,19,82
41,36,12,19,82
42,36,12,18,82
43,31,17,19,82
44,33,15,22,82
45,31,17,18,82
46,29,19,18,82
47,32,16,23,82
48,32,16,23,82
49,30,18,20,82
0,32,16,2,83
1,26,22,5,83
2,23,25,9,83
3,20,28,11,83
4,20,28,14,83
5,30,18,21,83
6,27,21,21,83
7,32,16,24,83
8,30,18,23,83
9,32,16,27,83
10,34,14,28,83
11,33,15,27,83
12,38,10,32,83
13,39,9,31,83
14,41,7,33,83
15,40,8,31,83
16,40,8,28,83
17,39,9,29,83
18,39,9,27,83
19,37,11,21,83
20,36,12,19,83
21,35,13,18,83
22,32,16,18,83
23,29,19,17,83
24,30,18,18,83
25,29,19,20,83
26,38,10,26,83
27,39,9,29,83
28,38,10,30,83
29,37,11,24,83
30,38,10,25,83
31,42,6,25,83
32,41,7,22,83
33,40,8,20,83
34,39,9,20,83
35,40,8,19,83
36,41,7,18,83
37,38,10,17,83
38,38,10,19,83
39,36,12,19,83
40,36,12,19,83
41,32,16,17,83
42,30,18,18,83
43,30,18,20,83
44,33,15,22,83
45,35,13,22,83
46,35,13,22,83
47,37,11,23,83
48,40,8,28,83
49,40,8,26,83
0,27,21,1,84
1,20,28,4,84
2,19,29,11,84
3,22,26,13,84
4,19,29,13,84
5,25,23,18,84
6,27,21,22,84
7,34,14,26,84
8,35,13,27,84
9,36,12,25,84
10,36,12,23,84
11,36,12,22,84
12,34,14,23,84
13,35,13,25,84
14,38,10,25,84
15,38,10,26,84
16,42,6,29,84
17,41,7,27,84
18,42,6,27,84
19,40,8,24,84
20,37,11,20,84
21,37,11,24,84
22,37,11,22,84
23,41,7,27,84
24,40,8,26,84
25,38,10,24,84
26,39,9,25,84
27,38,10,21,84
28,38,10,20,84
29,39,9,20,84
30,37,11,20,84
31,39,9,20,84
32,40,8,17,84
33,39,9,19,84
34,43,5,21,84
35,43,5,21,84
36,41,7,18,84
37,39,9,16,84
