timestep,susceptible_nodes,infected_nodes,run
41,10,38,70
42,6,42,70
43,12,36,70
44,7,41,70
45,6,42,70
46,14,34,70
47,10,38,70
48,9,39,70
49,8,40,70
0,33,15,71
1,32,16,71
2,29,19,71
3,24,24,71
4,25,23,71
5,19,29,71
6,16,32,71
7,12,36,71
8,13,35,71
9,15,33,71
10,16,32,71
11,13,35,71
12,9,39,71
13,6,42,71
14,10,38,71
15,9,39,71
16,11,37,71
17,14,34,71
18,8,40,71
19,14,34,71
20,11,37,71
21,11,37,71
22,9,39,71
23,10,38,71
24,10,38,71
25,13,35,71
26,15,33,71
27,10,38,71
28,14,34,71
29,10,38,71
30,11,37,71
31,7,41,71
32,9,39,71
33,7,41,71
34,10,38,71
35,12,36,71
36,11,37,71
37,12,36,71
38,10,38,71
39,7,41,71
40,8,40,71
41,11,37,71
42,9,39,71
43,7,41,71
44,10,38,71
45,16,32,71
46,16,32,71
47,20,28,71
48,18,30,71
49,12,36,71
0,28,20,72
1,20,28,72
2,14,34,72
3,12,36,72
4,17,31,72
5,12,36,72
6,7,41,72
7,11,37,72
8,7,41,72
9,8,40,72
10,10,38,72
11,8,40,72
12,14,34,72
13,13,35,72
14,10,38,72
15,13,35,72
16,9,39,72
17,14,34,72
18,8,40,72
19,11,37,72
20,12,36,72
21,8,40,72
22,10,38,72
23,9,39,72
24,14,34,72
25,14,34,72
26,12,36,72
27,17,31,72
28,16,32,72
29,11,37,72
30,9,39,72
31,8,40,72
32,7,41,72
33,7,41,72
34,7,41,72
35,11,37,72
36,14,34,72
37,9,39,72
38,11,37,72
39,8,40,72
40,7,41,72
41,6,42,72
42,6,42,72
43,10,38,72
44,7,41,72
45,8,40,72
46,9,39,72
47,9,39,72
48,13,35,72
49,14,34,72
0,30,18,73
1,22,26,73
2,25,23,73
3,17,31,73
4,14,34,73
5,13,35,73
6,14,34,73
7,21,27,73
8,15,33,73
9,16,32,73
10,13,35,73
11,10,38,73
12,12,36,73
13,8,40,73
14,6,42,73
15,15,33,73
16,12,36,73
17,14,34,73
18,13,35,73
19,15,33,73
20,15,33,73
21,17,31,73
22,12,36,73
23,13,35,73
24,17,31,73
25,14,34,73
26,10,38,73
27,13,35,73
28,9,39,73
29,9,39,73
30,6,42,73
31,10,38,73
32,12,36,73
33,9,39,73
34,13,35,73
35,8,40,73
36,7,41,73
37,14,34,73
38,10,38,73
39,6,42,73
40,11,37,73
41,11,37,73
42,8,40,73
43,10,38,73
44,14,34,73
45,9,39,73
46,11,37,73
47,12,36,73
48,17,31,73
49,12,36,73
0,31,17,74
1,23,25,74
2,18,30,74
3,18,30,74
4,12,36,74
5,15,33,74
6,7,41,74
7,12,36,74
8,10,38,74
9,14,34,74
10,6,42,74
11,10,38,74
12,9,39,74
13,11,37,74
14,10,38,74
15,14,34,74
16,15,33,74
17,13,35,74
18,13,35,74
19,13,35,74
20,11,37,74
21,9,39,74
22,7,41,74
23,8,40,74
24,7,41,74
25,9,39,74
26,11,37,74
27,7,41,74
28,12,36,74
29,11,37,74
30,9,39,74
31,12,36,74
32,15,33,74
33,11,37,74
34,8,40,74
35,10,38,74
36,14,34,74
37,9,39,74
38,8,40,74
39,12,36,74
40,5,43,74
41,8,40,74
42,13,35,74
43,10,38,74
44,19,29,74
45,13,35,74
46,19,29,74
47,13,35,74
48,11,37,74
49,9,39,74
0,35,13,75
1,27,21,75
2,22,26,75
3,16,32,75
4,17,31,75
5,15,33,75
6,9,39,75
7,12,36,75
8,10,38,75
9,10,38,75
10,13,35,75
11,9,39,75
12,12,36,75
13,11,37,75
14,12,36,75
15,17,31,75
16,13,35,75
17,15,33,75
18,6,42,75
19,14,34,75
20,14,34,75
21,10,38,75
22,12,36,75
23,8,40,75
24,11,37,75
25,8,40,75
26,13,35,75
27,12,36,75
28,11,37,75
29,9,39,75
30,9,39,75
31,13,35,75
32,13,35,75
33,13,35,75
34,9,39,75
35,9,39,75
36,11,37,75
37,8,40,75
38,15,33,75
39,13,35,75
40,11,37,75
41,7,41,75
42,8,40,75
43,7,41,75
44,9,39,75
45,9,39,75
46,5,43,75
47,6,42,75
48,17,31,75
49,11,37,75
0,30,18,76
1,28,20,76
2,23,25,76
3,22,26,76
4,14,34,76
5,12,36,76
6,18,30,76
7,15,33,76
8,13,35,76
9,10,38,76
10,6,42,76
11,14,34,76
12,16,32,76
13,17,31,76
14,14,34,76
15,11,37,76
16,13,35,76
17,14,34,76
18,13,35,76
19,11,37,76
20,8,40,76
21,8,40,76
22,12,36,76
23,10,38,76
24,10,38,76
25,15,33,76
26,11,37,76
27,11,37,76
28,10,38,76
29,10,38,76
30,9,39,76
31,16,32,76
32,11,37,76
33,9,39,76
34,11,37,76
35,10,38,76
36,10,38,76
37,13,35,76
38,11,37,76
39,13,35,76
40,12,36,76
41,14,34,76
42,12,36,76
43,16,32,76
44,16,32,76
45,9,39,76
46,11,37,76
47,9,39,76
48,10,38,76
49,7,41,76
0,28,20,77
1,22,26,77
2,17,31,77
3,7,41,77
4,12,36,77
5,12,36,77
6,9,39,77
7,14,34,77
8,16,32,77
9,12,36,77
10,11,37,77
11,15,33,77
12,13,35,77
13,6,42,77
14,10,38,77
15,8,40,77
16,10,38,77
17,7,41,77
18,15,33,77
19,13,35,77
20,15,33,77
21,15,33,77
22,15,33,77
23,12,36,77
24,12,36,77
25,5,43,77
26,16,32,77
27,15,33,77
28,9,39,77
29,9,39,77
30,12,36,77
31,9,39,77
32,10,38,77
33,18,30,77
34,9,39,77
35,12,36,77
36,9,39,77
37,13,35,77
38,11,37,77
39,11,37,77
40,9,39,77
41,10,38,77
42,19,29,77
43,14,34,77
44,8,40,77
45,13,35,77
46,10,38,77
47,7,41,77
48,11,37,77
49,14,34,77
0,34,14,78
1,28,20,78
2,25,23,78
3,23,25,78
4,16,32,78
5,13,35,78
6,16,32,78
7,19,29,78
8,16,32,78
9,10,38,78
10,19,29,78
11,13,35,78
12,17,31,78
13,13,35,78
14,15,33,78
15,10,38,78
16,14,34,78
17,8,40,78
18,15,33,78
19,13,35,78
20,14,34,78
21,8,40,78
22,12,36,78
23,10,38,78
24,8,40,78
25,10,38,78
26,11,37,78
27,7,41,78
28,11,37,78
29,9,39,78
30,14,34,78
31,9,39,78
32,11,37,78
33,8,40,78
34,11,37,78
35,12,36,78
36,10,38,78
37,8,40,78
38,10,38,78
39,15,33,78
40,21,27,78
41,12,36,78
42,12,36,78
43,8,40,78
44,12,36,78
45,11,37,78
46,10,38,78
47,14,34,78
48,11,37,78
49,10,38,78
0,35,13,79
1,29,19,79
2,20,28,79
3,17,31,79
4,16,32,79
5,9,39,79
6,10,38,79
7,10,38,79
8,8,40,79
9,12,36,79
10,14,34,79
11,17,31,79
12,8,40,79
13,14,34,79
14,11,37,79
15,6,42,79
16,7,41,79
17,12,36,79
18,9,39,79
19,12,36,79
20,10,38,79
21,11,37,79
22,12,36,79
23,13,35,79
24,11,37,79
25,11,37,79
26,9,39,79
27,8,40,79
28,13,35,79
29,18,30,79
30,14,34,79
31,13,35,79
32,6,42,79
33,13,35,79
34,13,35,79
35,11,37,79
36,11,37,79
37,15,33,79
38,11,37,79
39,6,42,79
40,12,36,79
41,6,42,79
42,7,41,79
43,9,39,79
44,9,39,79
45,9,39,79
46,9,39,79
47,7,41,79
48,16,32,79
49,11,37,79
0,31,17,80
1,28,20,80
2,28,20,80
3,21,27,80
4,24,24,80
5,17,31,80
6,15,33,80
7,10,38,80
8,9,39,80
9,10,38,80
10,13,35,80
11,4,44,80
12,6,42,80
13,10,38,80
14,19,29,80
15,18,30,80
16,9,39,80
17,10,38,80
18,14,34,80
19,7,41,80
20,16,32,80
21,12,36,80
22,7,41,80
23,12,36,80
24,9,39,80
25,11,37,80
26,15,33,80
27,9,39,80
28,11,37,80
29,11,37,80
30,7,41,80
31,4,44,80
32,9,39,80
33,3,45,80
34,8,40,80
35,5,43,80
36,7,41,80
37,9,39,80
38,16,32,80
39,14,34,80
40,14,34,80
41,6,42,80
42,8,40,80
43,11,37,80
44,18,30,80
45,17,31,80
46,14,34,80
47,10,38,80
48,15,33,80
49,13,35,80
0,28,20,81
1,20,28,81
2,14,34,81
3,11,37,81
4,12,36,81
5,9,39,81
6,16,32,81
7,7,41,81
8,10,38,81
9,12,36,81
10,14,34,81
11,11,37,81
12,13,35,81
13,8,40,81
14,11,37,81
15,6,42,81
16,11,37,81
17,8,40,81
18,12,36,81
19,12,36,81
20,10,38,81
21,14,34,81
22,12,36,81
23,8,40,81
24,10,38,81
25,17,31,81
26,11,37,81
27,7,41,81
28,11,37,81
29,11,37,81
30,14,34,81
31,10,38,81
32,9,39,81
33,4,44,81
34,7,41,81
35,4,44,81
36,8,40,81
37,10,38,81
38,11,37,81
39,11,37,81
40,6,42,81
41,11,37,81
42,6,42,81
43,16,32,81
44,16,32,81
45,9,39,81
46,13,35,81
47,8,40,81
48,9,39,81
49,9,39,81
0,27,21,82
1,20,28,82
2,13,35,82
3,8,40,82
4,12,36,82
5,12,36,82
6,15,33,82
7,7,41,82
8,12,36,82
9,11,37,82
10,9,39,82
11,8,40,82
12,8,40,82
13,7,41,82
14,11,37,82
15,7,41,82
16,11,37,82
17,9,39,82
18,6,42,82
19,13,35,82
20,12,36,82
21,10,38,82
22,15,33,82
23,19,29,82
24,20,28,82
25,20,28,82
26,8,40,82
27,8,40,82
28,14,34,82
29,11,37,82
30,9,39,82
31,12,36,82
32,14,34,82
33,12,36,82
34,9,39,82
35,6,42,82
36,15,33,82
37,11,37,82
38,10,38,82
39,13,35,82
40,15,33,82
41,12,36,82
42,10,38,82
43,11,37,82
44,11,37,82
45,15,33,82
46,10,38,82
47,13,35,82
48,13,35,82
49,11,37,82
0,28,20,83
1,18,30,83
2,15,33,83
3,13,35,83
4,12,36,83
5,11,37,83
6,14,34,83
7,12,36,83
8,8,40,83
9,12,36,83
10,16,32,83
11,8,40,83
12,6,42,83
13,14,34,83
14,7,41,83
15,10,38,83
16,9,39,83
17,8,40,83
18,10,38,83
19,13,35,83
20,11,37,83
21,15,33,83
22,12,36,83
23,19,29,83
24,10,38,83
25,10,38,83
26,16,32,83
27,8,40,83
28,7,41,83
29,15,33,83
30,13,35,83
31,8,40,83
32,3,45,83
33,12,36,83
34,13,35,83
35,14,34,83
36,20,28,83
37,12,36,83
38,13,35,83
39,11,37,83
40,14,34,83
41,18,30,83
42,11,37,83
43,6,42,83
44,11,37,83
45,7,41,83
46,11,37,83
47,6,42,83
48,8,40,83
49,8,40,83
0,34,14,84
1,34,14,84
2,31,17,84
3,29,19,84
4,26,22,84
5,20,28,84
6,17,31,84
7,10,38,84
8,17,31,84
9,10,38,84
10,8,40,84
11,6,42,84
12,8,40,84
13,13,35,84
14,12,36,84
15,16,32,84
16,16,32,84
17,12,36,84
18,14,34,84
19,12,36,84
20,18,30,84
21,13,35,84
22,9,39,84
23,10,38,84
24,7,41,84
25,11,37,84
26,8,40,84
27,10,38,84
28,11,37,84
29,9,39,84
30,5,43,84
31,12,36,84
32,9,39,84
33,8,40,84
34,12,36,84
35,9,39,84
36,8,40,84
37,6,42,84
38,13,35,84
39,5,43,84
40,10,38,84
41,13,35,84
42,11,37,84
43,9,39,84
44,11,37,84
45,10,38,84
46,9,39,84
47,12,36,84
48,14,34,84
49,12,36,84
0,29,19,85
1,23,25,85
2,18,30,85
3,18,30,85
4,17,31,85
5,18,30,85
6,13,35,85
7,11,37,85
8,13,35,85
9,12,36,85
10,8,40,85
11,10,38,85
12,10,38,85
13,9,39,85
14,7,41,85
15,7,41,85
16,6,42,85
17,10,38,85
18,12,36,85
19,7,41,85
20,9,39,85
21,9,39,85
22,11,37,85
23,10,38,85
24,11,37,85
25,13,35,85
26,10,38,85
27,13,35,85
28,17,31,85
29,13,35,85
30,13,35,85
31,15,33,85
32,10,38,85
33,12,36,85
34,10,38,85
35,10,38,85
36,5,43,85
37,10,38,85
38,10,38,85
39,13,35,85
40,11,37,85
41,8,40,85
42,14,34,85
43,15,33,85
44,14,34,85
45,10,38,85
46,10,38,85
47,8,40,85
48,11,37,85
49,12,36,85
0,28,20,86
1,22,26,86
2,16,32,86
3,12,36,86
4,12,36,86
5,9,39,86
6,8,40,86
7,12,36,86
8,7,41,86
9,9,39,86
10,6,42,86
11,13,35,86
12,9,39,86
13,10,38,86
14,11,37,86
15,11,37,86
16,12,36,86
17,7,41,86
18,12,36,86
19,16,32,86
20,10,38,86
21,8,40,86
22,9,39,86
23,10,38,86
24,12,36,86
25,11,37,86
26,15,33,86
27,18,30,86
28,17,31,86
29,20,28,86
30,16,32,86
31,18,30,86
32,19,29,86
33,17,31,86
34,11,37,86
35,11,37,86
36,16,32,86
37,12,36,86
38,12,36,86
39,13,35,86
40,14,34,86
41,18,30,86
42,12,36,86
43,13,35,86
44,10,38,86
45,9,39,86
46,14,34,86
47,20,28,86
48,12,36,86
49,20,28,86
0,34,14,87
1,27,21,87
2,23,25,87
3,13,35,87
4,14,34,87
5,11,37,87
6,9,39,87
7,17,31,87
8,11,37,87
9,9,39,87
10,12,36,87
11,9,39,87
12,17,31,87
13,11,37,87
14,13,35,87
15,12,36,87
16,7,41,87
17,14,34,87
18,8,40,87
19,10,38,87
20,10,38,87
21,11,37,87
22,13,35,87
23,14,34,87
24,8,40,87
25,8,40,87
26,10,38,87
27,15,33,87
28,10,38,87
29,5,43,87
30,8,40,87
31,16,32,87
32,9,39,87
33,6,42,87
34,11,37,87
35,7,41,87
36,4,44,87
37,10,38,87
38,11,37,87
39,16,32,87
40,12,36,87
41,18,30,87
42,13,35,87
43,10,38,87
44,8,40,87
45,12,36,87
46,15,33,87
47,11,37,87
48,12,36,87
49,16,32,87
0,33,15,88
1,27,21,88
2,21,27,88
3,18,30,88
4,11,37,88
5,6,42,88
6,13,35,88
7,14,34,88
8,8,40,88
9,7,41,88
10,14,34,88
11,8,40,88
12,16,32,88
13,12,36,88
14,13,35,88
15,14,34,88
16,20,28,88
17,13,35,88
18,11,37,88
19,10,38,88
20,8,40,88
21,10,38,88
22,9,39,88
23,8,40,88
24,6,42,88
25,5,43,88
26,11,37,88
27,6,42,88
28,7,41,88
29,12,36,88
30,12,36,88
31,15,33,88
32,14,34,88
33,16,32,88
34,12,36,88
35,15,33,88
36,8,40,88
37,10,38,88
38,9,39,88
39,12,36,88
40,10,38,88
41,11,37,88
42,13,35,88
43,8,40,88
44,13,35,88
45,16,32,88
46,14,34,88
47,8,40,88
48,12,36,88
49,9,39,88
0,31,17,89
1,23,25,89
2,25,23,89
3,25,23,89
4,19,29,89
5,16,32,89
6,9,39,89
7,12,36,89
8,5,43,89
9,10,38,89
10,8,40,89
11,9,39,89
12,9,39,89
13,14,34,89
14,10,38,89
15,12,36,89
16,13,35,89
17,11,37,89
18,7,41,89
19,9,39,89
20,12,36,89
21,10,38,89
22,10,38,89
23,8,40,89
24,11,37,89
25,13,35,89
26,7,41,89
27,15,33,89
28,12,36,89
29,12,36,89
30,12,36,89
31,8,40,89
32,7,41,89
33,9,39,89
34,10,38,89
35,14,34,89
36,13,35,89
37,13,35,89
38,12,36,89
39,9,39,89
40,11,37,89
41,13,35,89
42,14,34,89
43,8,40,89
44,7,41,89
45,4,44,89
46,7,41,89
47,8,40,89
48,12,36,89
49,8,40,89
0,29,19,90
1,20,28,90
2,19,29,90
3,14,34,90
4,11,37,90
5,16,32,90
6,8,40,90
7,15,33,90
8,10,38,90
9,8,40,90
10,7,41,90
11,7,41,90
12,7,41,90
13,7,41,90
14,8,40,90
15,11,37,90
16,13,35,90
17,15,33,90
18,9,39,90
19,14,34,90
20,12,36,90
21,13,35,90
22,14,34,90
23,10,38,90
24,9,39,90
25,6,42,90
26,8,40,90
27,6,42,90
28,5,43,90
29,11,37,90
30,11,37,90
31,20,28,90
32,12,36,90
33,9,39,90
34,8,40,90
35,11,37,90
36,9,39,90
37,10,38,90
38,6,42,90
39,10,38,90
40,10,38,90
41,9,39,90
42,9,39,90
43,9,39,90
44,9,39,90
45,15,33,90
46,15,33,90
47,16,32,90
48,14,34,90
49,18,30,90
0,33,15,91
1,22,26,91
2,18,30,91
3,10,38,91
4,14,34,91
5,8,40,91
6,12,36,91
7,11,37,91
8,6,42,91
9,9,39,91
10,9,39,91
11,12,36,91
12,11,37,91
13,18,30,91
14,4,44,91
15,9,39,91
16,12,36,91
17,12,36,91
18,17,31,91
19,10,38,91
20,11,37,91
21,8,40,91
22,12,36,91
23,16,32,91
24,15,33,91
25,13,35,91
26,14,34,91
27,8,40,91
28,6,42,91
29,13,35,91
30,16,32,91
31,13,35,91
32,15,33,91
33,11,37,91
34,10,38,91
35,9,39,91
36,12,36,91
37,9,39,91
38,9,39,91
39,11,37,91
40,8,40,91
41,11,37,91
42,14,34,91
43,16,32,91
44,9,39,91
45,12,36,91
46,13,35,91
47,15,33,91
48,8,40,91
49,13,35,91
0,29,19,92
1,24,24,92
2,26,22,92
3,29,19,92
4,17,31,92
5,13,35,92
6,7,41,92
7,6,42,92
8,13,35,92
9,15,33,92
10,13,35,92
11,12,36,92
12,7,41,92
13,13,35,92
14,15,33,92
15,11,37,92
16,14,34,92
17,13,35,92
18,13,35,92
19,7,41,92
20,13,35,92
21,11,37,92
22,10,38,92
23,7,41,92
24,15,33,92
25,12,36,92
26,12,36,92
27,10,38,92
28,11,37,92
29,14,34,92
30,9,39,92
31,10,38,92
32,16,32,92
33,14,34,92
34,10,38,92
35,14,34,92
36,9,39,92
37,11,37,92
38,9,39,92
39,12,36,92
40,10,38,92
41,15,33,92
42,12,36,92
43,9,39,92
44,12,36,92
45,13,35,92
46,18,30,92
47,22,26,92
48,13,35,92
49,13,35,92
0,31,17,93
1,26,22,93
2,19,29,93
3,21,27,93
4,20,28,93
5,10,38,93
6,11,37,93
7,11,37,93
8,12,36,93
9,22,26,93
10,15,33,93
11,18,30,93
12,16,32,93
13,14,34,93
14,15,33,93
15,9,39,93
16,8,40,93
17,13,35,93
18,11,37,93
19,8,40,93
20,5,43,93
21,9,39,93
22,7,41,93
23,10,38,93
24,9,39,93
25,10,38,93
26,14,34,93
27,11,37,93
28,11,37,93
29,14,34,93
30,11,37,93
31,11,37,93
32,9,39,93
33,7,41,93
34,12,36,93
35,10,38,93
36,15,33,93
37,8,40,93
38,5,43,93
39,11,37,93
40,9,39,93
41,9,39,93
42,8,40,93
43,7,41,93
44,7,41,93
45,13,35,93
46,11,37,93
47,5,43,93
48,14,34,93
49,13,35,93
0,30,18,94
1,21,27,94
2,15,33,94
3,13,35,94
4,15,33,94
5,7,41,94
6,13,35,94
7,9,39,94
8,6,42,94
9,9,39,94
10,3,45,94
11,13,35,94
12,13,35,94
13,17,31,94
14,8,40,94
15,8,40,94
16,11,37,94
17,5,43,94
18,12,36,94
19,11,37,94
20,11,37,94
21,14,34,94
22,11,37,94
23,12,36,94
24,12,36,94
25,12,36,94
26,4,44,94
27,10,38,94
28,8,40,94
29,7,41,94
30,4,44,94
31,9,39,94
32,8,40,94
33,5,43,94
34,9,39,94
35,7,41,94
36,9,39,94
37,10,38,94
38,9,39,94
39,16,32,94
40,17,31,94
41,9,39,94
42,10,38,94
43,10,38,94
44,9,39,94
45,11,37,94
46,10,38,94
47,11,37,94
48,16,32,94
49,15,33,94
0,28,20,95
1,17,31,95
2,14,34,95
3,9,39,95
4,7,41,95
5,11,37,95
6,16,32,95
7,12,36,95
8,14,34,95
9,17,31,95
10,12,36,95
11,11,37,95
12,8,40,95
13,15,33,95
14,9,39,95
15,12,36,95
16,10,38,95
17,10,38,95
18,10,38,95
19,10,38,95
20,11,37,95
21,14,34,95
22,10,38,95
23,11,37,95
24,6,42,95
25,13,35,95
26,13,35,95
27,10,38,95
28,8,40,95
29,11,37,95
30,13,35,95
31,13,35,95
32,12,36,95
33,10,38,95
34,7,41,95
35,6,42,95
36,9,39,95
37,12,36,95
38,8,40,95
39,12,36,95
40,15,33,95
41,10,38,95
42,10,38,95
43,10,38,95
44,13,35,95
45,9,39,95
46,7,41,95
47,17,31,95
48,15,33,95
49,16,32,95
0,29,19,96
1,24,24,96
2,18,30,96
3,19,29,96
4,18,30,96
5,11,37,96
6,6,42,96
7,9,39,96
8,13,35,96
9,14,34,96
10,12,36,96
11,6,42,96
12,13,35,96
13,9,39,96
14,17,31,96
15,16,32,96
16,14,34,96
17,15,33,96
18,10,38,96
19,8,40,96
20,14,34,96
21,10,38,96
22,14,34,96
23,7,41,96
24,12,36,96
25,12,36,96
26,16,32,96
27,18,30,96
28,11,37,96
29,13,35,96
30,15,33,96
31,12,36,96
32,7,41,96
33,3,45,96
34,11,37,96
35,14,34,96
36,9,39,96
37,7,41,96
38,9,39,96
39,13,35,96
40,13,35,96
41,11,37,96
42,13,35,96
43,2,46,96
44,9,39,96
45,11,37,96
46,3,45,96
47,9,39,96
48,14,34,96
49,16,32,96
0,30,18,97
1,20,28,97
2,25,23,97
3,12,36,97
4,13,35,97
5,14,34,97
6,10,38,97
7,11,37,97
8,16,32,97
9,11,37,97
10,6,42,97
11,10,38,97
12,16,32,97
13,9,39,97
14,9,39,97
15,4,44,97
16,14,34,97
17,11,37,97
18,16,32,97
19,13,35,97
20,9,39,97
21,12,36,97
22,16,32,97
23,9,39,97
24,12,36,97
25,13,35,97
26,5,43,97
27,6,42,97
28,7,41,97
29,10,38,97
30,9,39,97
31,8,40,97
32,8,40,97
33,5,43,97
34,7,41,97
35,11,37,97
36,12,36,97
37,7,41,97
38,12,36,97
39,9,39,97
40,13,35,97
41,12,36,97
42,10,38,97
43,9,39,97
44,11,37,97
45,14,34,97
46,10,38,97
47,12,36,97
48,21,27,97
49,13,35,97
0,25,23,98
1,24,24,98
2,20,28,98
3,17,31,98
4,8,40,98
5,13,35,98
6,13,35,98
7,12,36,98
8,16,32,98
9,15,33,98
10,9,39,98
11,14,34,98
12,8,40,98
13,21,27,98
14,11,37,98
15,14,34,98
16,4,44,98
17,10,38,98
18,10,38,98
19,13,35,98
20,10,38,98
21,13,35,98
22,8,40,98
23,10,38,98
24,16,32,98
25,8,40,98
26,18,30,98
27,9,39,98
28,9,39,98
29,10,38,98
30,11,37,98
31,8,40,98
32,9,39,98
33,10,38,98
34,9,39,98
35,12,36,98
36,8,40,98
37,12,36,98
38,9,39,98
39,7,41,98
40,10,38,98
41,10,38,98
42,12,36,98
43,10,38,98
44,9,39,98
45,12,36,98
46,15,33,98
47,14,34,98
48,10,38,98
49,16,32,98
0,25,23,99
1,21,27,99
2,18,30,99
3,15,33,99
4,7,41,99
5,11,37,99
6,7,41,99
7,12,36,99
8,15,33,99
9,9,39,99
10,13,35,99
11,8,40,99
12,14,34,99
13,10,38,99
14,14,34,99
15,12,36,99
16,16,32,99
17,15,33,99
18,14,34,99
19,14,34,99
20,14,34,99
21,12,36,99
22,10,38,99
23,16,32,99
24,9,39,99
25,12,36,99
26,12,36,99
27,19,29,99
28,16,32,99
29,12,36,99
30,13,35,99
31,15,33,99
32,11,37,99
33,8,40,99
34,14,34,99
35,16,32,99
36,14,34,99
37,17,31,99
38,11,37,99
39,14,34,99
40,10,38,99
41,10,38,99
42,12,36,99
43,14,34,99
44,14,34,99
45,19,29,99
46,25,23,99
47,23,25,99
48,16,32,99
49,14,34,99
0,25,23,100
1,20,28,100
2,18,30,100
3,12,36,100
4,15,33,100
5,15,33,100
6,10,38,100
7,8,40,100
8,7,41,100
9,8,40,100
10,12,36,100
11,12,36,100
12,5,43,100
13,15,33,100
14,11,37,100
15,11,37,100
16,9,39,100
17,12,36,100
18,13,35,100
19,8,40,100
20,15,33,100
21,8,40,100
22,8,40,100
23,8,40,100
24,4,44,100
25,12,36,100
26,14,34,100
27,8,40,100
28,11,37,100
29,16,32,100
30,12,36,100
31,10,38,100
32,11,37,100
33,9,39,100
34,3,45,100
35,9,39,100
36,7,41,100
37,14,34,100
38,4,44,100
39,10,38,100
40,8,40,100
41,10,38,100
42,12,36,100
43,13,35,100
44,14,34,100
45,13,35,100
46,14,34,100
47,11,37,100
48,12,36,100
49,12,36,100
